SecurityCode,Symbol,SecurityName,ISINNo,Sector,Industry,Exchange,Currency,GICS,Country
532379,FIRSTFIN,First Fintec Ltd,INE683B01047,Information Technology,Information Technology,NSE,INR,45,India
511122,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,INE609B01018,Financial Services,Financial Services,NSE,INR,40201020,India
500940,FINOLEXIND,FINOLEX INDUSTRIES LTD.,INE183A01024,Industrials,Capital Goods,NSE,INR,40203030,India
500144,FINCABLES,FINOLEX CABLES LTD.,INE235A01022,Industrials,Capital Goods,NSE,INR,40203030,India
543386,FINOPB,Fino Payments Bank Ltd,INE02NC01014,Financial Services,Financial Services,NSE,INR,40201020,India
508954,FINKURVE,Finkurve Financial Services Ltd,INE734I01027,Financial Services,Financial Services,NSE,INR,40201020,India
533333,FCL,FINEOTEX CHEMICAL LTD.,INE045J01026,Commodities,Chemicals,NSE,INR,15101010,India
517264,FINELINE,FINE-LINE CIRCUITS LTD.,INE087E01011,Information Technology,Information Technology,NSE,INR,45,India
541557,FINEORG,Fine Organic Industries Ltd,INE686Y01026,Commodities,Chemicals,NSE,INR,15101010,India
539098,FILTRA,Filtra Consultants and Engineers Ltd,INE541R01019,Utilities,Utilities,NSE,INR,5510,India
526227,FILATEX,FILATEX INDIA LTD.-$,INE816B01035,Consumer Discretionary,Textiles,NSE,INR,25203030,India
532022,FILATFASH,FILATEX FASHIONS LTD.,INE185E01013,Consumer Discretionary,Textiles,NSE,INR,25203030,India
532768,FIEMIND,FIEM INDUSTRIES LTD.,INE737H01014,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
507910,FIBERWEB,FIBERWEB (INDIA) LTD.,INE296C01020,Consumer Discretionary,Textiles,NSE,INR,25203030,India
500142,FGP,FGP LTD.,INE512A01016,Financial Services,Financial Services,NSE,INR,40201020,India
533896,FERVENTSYN,FERVENT SYNERGIES LTD.,INE258M01011,Services,Services,NSE,INR,20201040,India
590024,FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD.,INE188A01015,Commodities,Chemicals,NSE,INR,15101010,India
506414,FERMENTA,Fermenta Biotech Ltd,INE225B01021,Healthcare,Healthcare,NSE,INR,35,India
505744,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,INE529A01010,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
500469,FEDERALBNK,FEDERAL BANK LTD.,INE171A01029,Financial Services,Financial Services,NSE,INR,40201020,India
531599,FDC,FDC LTD.,INE258B01022,Healthcare,Healthcare,NSE,INR,35,India
532666,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,INE512B01022,Information Technology,Information Technology,NSE,INR,45,India
530079,FAZE3Q,FAZE THREE LTD.-$,INE963C01033,Consumer Discretionary,Textiles,NSE,INR,25203030,India
532459,FAZE3AUTO,Faze Three Autofab Ltd-$,INE207D01017,Consumer Discretionary,Textiles,NSE,INR,25203030,India
516110,FAMILYCARE,Family Care Hospitals Ltd,INE146N01016,Healthcare,Healthcare,NSE,INR,35,India
543252,FAIRCHEMOR,Fairchem Organics Ltd,INE0DNW01011,Commodities,Chemicals,NSE,INR,15101010,India
532656,FACORALL,FACOR ALLOYS LTD.,INE828G01013,Commodities,Metals & Mining,NSE,INR,151040,India
543444,FABINO,Fabino Life Sciences Ltd,INE0DRT01018,Healthcare,Healthcare,NSE,INR,35,India
539552,FMEC,F Mec International Financial Services Ltd,INE108T01013,Financial Services,Financial Services,NSE,INR,40201020,India
512099,EY,Eyantra Ventures Ltd,INE750G01019,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
543327,EXXARO,Exxaro Tiles Ltd,INE0GFE01018,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
526614,EXPOGAS,EXPO GAS CONTAINERS LTD.,INE561D01025,Industrials,Capital Goods,NSE,INR,40203030,India
530571,EXPLICITFIN,EXPLICIT FINANCE LTD.,INE335G01019,Services,Services,NSE,INR,20201040,India
533121,EXPLEOSOL,Expleo Solutions Ltd,INE201K01015,Information Technology,Information Technology,NSE,INR,45,India
500086,EXIDEIND,EXIDE INDUSTRIES LTD.,INE302A01020,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
500650,EXCELINDUS,EXCEL INDUSTRIES LTD.,INE369A01029,Commodities,Chemicals,NSE,INR,15101010,India
533090,EXCEL,Excel Realty N Infra Ltd,INE688J01023,Services,Services,NSE,INR,20201040,India
543500,EVOQ,Evoq Remedies Ltd,INE0JVD01011,Services,Services,NSE,INR,20201040,India
524444,EVEXIA,Evexia Lifecare Ltd,INE313M01030,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
514358,EVERFIN,Everlon Financials Ltd,INE339D01034,Financial Services,Financial Services,NSE,INR,40201020,India
514060,EVERTEX,Evergreen Textiles Limited,INE229N01010,Consumer Discretionary,Textiles,NSE,INR,25203030,India
524790,EVERESTO,EVEREST ORGANICS LTD.,INE334C01029,Healthcare,Healthcare,NSE,INR,35,India
532684,EKC,EVEREST KANTO CYLINDER LTD.,INE184H01027,Industrials,Capital Goods,NSE,INR,40203030,India
508906,EVERESTIND,EVEREST INDUSTRIES LTD.,INE295A01018,Commodities,Construction Materials,NSE,INR,15102010,India
531508,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,INE128A01029,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
542668,EVANS,Evans Electric Ltd,INE06TD01010,Services,Services,NSE,INR,20201040,India
521014,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.,INE022C01012,Consumer Discretionary,Textiles,NSE,INR,25203030,India
526468,EUROLED,EURO LEDER FASHION LTD.,INE940E01011,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
530929,EUROASIA,EURO ASIA EXPORTS LTD.,INE535P01015,Services,Services,NSE,INR,20201040,India
521137,EUREKAI,EUREKA INDUSTRIES LTD.,INE958A01011,Consumer Discretionary,Textiles,NSE,INR,25203030,India
543482,EUREKAFORBE,Eureka Forbes Ltd,INE0KCE01017,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
537707,ETT,ETT Ltd,INE546I01017,Consumer Discretionary,Realty,NSE,INR,2550,India
543532,ETHOSLTD,Ethos Ltd,INE04TZ01018,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
500136,ESTER,ESTER INDUSTRIES LTD.,INE778B01029,Industrials,Capital Goods,NSE,INR,40203030,India
533704,ESSARSHPNG,ESSAR SHIPPING LTD.,INE122M01019,Services,Services,NSE,INR,20201040,India
533149,ESSARSEC,Essar Securities Ltd,INE143K01019,Financial Services,Financial Services,NSE,INR,40201020,India
532016,ESPIRE,Espire Hospitality Limited,INE176O01011,Consumer Discretionary,Realty,NSE,INR,2550,India
531259,ESHAMEDIA,Esha Media Research Limited,INE328F01016,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
500495,ESCORTS,Escorts Kubota Ltd,INE042A01014,Industrials,Capital Goods,NSE,INR,40203030,India
511716,ESCORTSFIN,ESCORTS FINANCE LTD.,INE359A01012,Financial Services,Financial Services,NSE,INR,40201020,India
540455,ESCORP,Escorp Asset Management Ltd,INE953W01016,Financial Services,Financial Services,NSE,INR,40201020,India
500133,ESABINDIA,ESAB INDIA LTD.,INE284A01012,Industrials,Capital Goods,NSE,INR,40203030,India
531502,ESARIND,ESAAR (INDIA) LTD.,INE404L01039,Services,Services,NSE,INR,20201040,India
530909,ERPSOFT,ERP SOFT SYSTEMS LTD.,INE308B01017,Services,Services,NSE,INR,20201040,India
533261,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,INE416L01017,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
540596,ERIS,Eris Lifesciences Ltd,INE406M01024,Healthcare,Healthcare,NSE,INR,35,India
543243,EQUITASBNK,Equitas Small Finance Bank Ltd,INE063P01018,Financial Services,Financial Services,NSE,INR,40201020,India
590057,EQUIPPP,Equippp Social Impact Technologies Ltd,INE217G01035,Information Technology,Information Technology,NSE,INR,45,India
531155,EPSOMPRO,EPSOM PROPERTIES LTD.,INE601F01016,Consumer Discretionary,Realty,NSE,INR,2550,India
500135,EPL,EPL Ltd,INE255A01020,Industrials,Capital Goods,NSE,INR,40203030,India
530407,EPIC,EPIC ENERGY LTD.-$,INE932F01015,Financial Services,Financial Services,NSE,INR,40201020,India
543595,EPBIO,EP Biocomposites Ltd,INE0D2I01014,Utilities,Utilities,NSE,INR,5510,India
500246,ENVAIREL,ENVAIR ELECTRODYNE LTD.,INE601C01013,Industrials,Capital Goods,NSE,INR,40203030,India
532700,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,INE265F01028,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
526574,ENTRINT,ENTERPRISE INTERNATIONAL LTD.,INE439G01019,Services,Services,NSE,INR,20201040,India
533477,ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.,INE130L01014,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
532178,ENGINERSIN,ENGINEERS INDIA LTD.,INE510A01028,Industrials,Construction,NSE,INR,20103010,India
532219,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,INE306C01019,Utilities,Power,NSE,INR,55103010,India
540153,ENDURANCE,Endurance Technologies Ltd,INE913H01037,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
530733,ENCODE,Encode Packaging India Ltd,INE900O01014,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
538684,ENCASH,Encash Entertainment Ltd,INE552Q01018,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
512441,ENBETRD,ENBEE TRADE & FINANCE LTD.,INE993I01011,Services,Services,NSE,INR,20201040,India
543533,EMUDHRA,eMudhra Ltd,INE01QM01018,Information Technology,Information Technology,NSE,INR,45,India
504351,EMPOWER,EMPOWER INDIA LTD.,INE507F01023,Information Technology,Information Technology,NSE,INR,45,India
509525,EMPIND,EMPIRE INDUSTRIES LTD.,INE515H01014,Diversified,Diversified,NSE,INR,40203030,India
524768,EMMESSA,EMMESSAR BIOTECH & NUTRITION LTD.,INE634B01016,Commodities,Chemicals,NSE,INR,15101010,India
533161,EMMBI,Emmbi Industries Ltd,INE753K01015,Industrials,Capital Goods,NSE,INR,40203030,India
532737,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,INE296H01011,Financial Services,Financial Services,NSE,INR,40201020,India
506180,EMERGENT,Emergent Industrial Solutions Ltd,INE668L01013,Commodities,Metals & Mining,NSE,INR,151040,India
507265,EMERALL,Emerald Leisures Ltd,INE044N01021,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
538882,EMERALD,Emerald Leasing Finance & Investment Company Ltd,INE030Q01015,Financial Services,Financial Services,NSE,INR,40201020,India
533218,EMAMIREAL,Emami Realty Ltd,INE778K01012,Consumer Discretionary,Realty,NSE,INR,2550,India
533208,EMAMIPAP,EMAMI PAPER MILLS LTD.,INE830C01026,Commodities,Forest Materials,NSE,INR,151050,India
531162,EMAMILTD,EMAMI LTD.-$,INE548C01032,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
522027,EMAINDIA,EMA INDIA LTD.,INE279D01016,Industrials,Capital Goods,NSE,INR,40203030,India
504000,ELPROINTL,ELPRO INTERNATIONAL LTD.,INE579B01039,Consumer Discretionary,Realty,NSE,INR,2550,India
517477,ELNET,ELNET TECHNOLOGIES LTD.-$,INE033C01019,Information Technology,Information Technology,NSE,INR,45,India
531278,ELIXIR,Elixir Capital Ltd,INE785D01012,Financial Services,Financial Services,NSE,INR,40201020,India
539533,ELITECON,Elitecon International Ltd,INE669R01018,Services,Services,NSE,INR,20201040,India
543725,ELIN,Elin Electronics Ltd,INE050401020,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
522074,ELGIEQUIP,ELGI EQUIPMENTS LTD.,INE285A01027,Industrials,Capital Goods,NSE,INR,40203030,India
526705,ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.,INE095B01010,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
526473,ELEFLOR,ELEGANT FLORICULTURE & AGROTECH (INDIA) LTD.,INE152E01013,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
526608,ELECTHERM,ELECTROTHERM (INDIA) LTD.,INE822G01016,Industrials,Capital Goods,NSE,INR,40203030,India
500128,ELECTCAST,ELECTROSTEEL CASTINGS LTD.,INE086A01029,Industrials,Capital Goods,NSE,INR,40203030,India
543626,EMIL,Electronics Mart India Ltd,INE02YR01019,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
505700,ELECON,ELECON ENGINEERING CO.LTD.,INE205B01023,Industrials,Capital Goods,NSE,INR,40203030,India
523329,ELDEHSG,ELDECO HOUSING & INDUSTRIES LTD.,INE668G01021,Consumer Discretionary,Realty,NSE,INR,2550,India
503681,ELCIDIN,ELCID INVESTMENTS LTD.,INE927X01018,Services,Services,NSE,INR,20201040,India
500123,ELANTAS,ELANTAS BECK INDIA LTD.-$,INE280B01018,Commodities,Chemicals,NSE,INR,15101010,India
513452,ELANGO,ELANGO INDUSTRIES LTD.,INE594D01018,Industrials,Capital Goods,NSE,INR,40203030,India
532820,ELAND,E-Land Apparel Limited,INE311H01018,Consumer Discretionary,Textiles,NSE,INR,25203030,India
531144,ELFORGE,EL FORGE LTD.-$,INE158F01017,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
543284,EKI,EKI Energy Services Ltd,INE0CPR01018,Services,Services,NSE,INR,20201040,India
543475,EKENNIS,Ekennis Software Service Ltd,INE0KCM01010,Information Technology,Information Technology,NSE,INR,45,India
531364,EKANSH,Ekansh Concepts Ltd,INE005E01013,Services,Services,NSE,INR,20201040,India
530581,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,INE906L01025,Services,Services,NSE,INR,20201040,India
523708,EIMCOELECO,EIMCO ELECON (INDIA) LTD.,INE158B01016,Industrials,Capital Goods,NSE,INR,40203030,India
540204,EIKO,Eiko Lifesciences Ltd,INE666Q01016,Commodities,Chemicals,NSE,INR,15101010,India
500840,EIHOTEL,EIH LTD.,INE230A01023,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
523127,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,INE276C01014,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
543518,EIGHTY,Eighty Jewellers Ltd,INE0KSN01014,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
505200,EICHERMOT,EICHER MOTORS LTD.,INE066A01021,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
512008,EFCIL,EFC (I) Ltd,INE886D01018,Services,Services,NSE,INR,20201040,India
517170,EDVENSWA,Edvenswa Enterprises Ltd,INE125G01014,Industrials,Capital Goods,NSE,INR,40203030,India
532696,EDUCOMP,EDUCOMP SOLUTIONS LTD.,INE216H01027,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
532922,EDELWEISS,Edelweiss Financial Services Ltd.,INE532F01054,Financial Services,Financial Services,NSE,INR,40201020,India
540063,ECS,ECS Biztech Ltd,INE925Q01024,Information Technology,Information Technology,NSE,INR,45,India
526703,ECOPLAST,ECOPLAST LTD.-$,INE423D01010,Industrials,Capital Goods,NSE,INR,40203030,India
538708,ETIL,Econo Trade (India) Ltd,INE937K01014,Financial Services,Financial Services,NSE,INR,40201020,India
523732,ECOBOAR,ECOBOARD INDUSTRIES LTD.,INE866A01016,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
530643,ECORECO,ECO RECYCLING LTD.,INE316A01038,Utilities,Utilities,NSE,INR,5510,India
532927,ECLERX,ECLERX SERVICES LTD.,INE738I01010,Services,Services,NSE,INR,20201040,India
543272,EASEMYTRIP,Easy Trip Planners Ltd,INE07O001026,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
511074,EASYFIN,Easy Fincorp Ltd,INE407F01018,Financial Services,Financial Services,NSE,INR,40201020,India
542906,EASUN,Easun Capital Markets Ltd,INE771C01014,Financial Services,Financial Services,NSE,INR,40201020,India
531346,EASTRED,EASTERN TREADS LTD.,INE500D01015,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
590022,EASTSILK,EASTERN SILK INDUSTRIES LTD.,INE962C01027,Consumer Discretionary,Textiles,NSE,INR,25203030,India
543746,ELIL,Eastern Logica Infoway Ltd,INE0BSU01018,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
540006,EASTWEST,East West Holdings Ltd,INE595R01023,Services,Services,NSE,INR,20201040,India
520081,ECSTSTL,EAST COAST STEEL LTD.,INE315F01013,Industrials,Capital Goods,NSE,INR,40203030,India
542724,EARUM,Earum Pharmaceuticals Ltd,INE060601023,Healthcare,Healthcare,NSE,INR,35,India
543765,EARTH,Earthstahl & Alloys Ltd,INE0O4V01010,Industrials,Capital Goods,NSE,INR,40203030,India
500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,INE126A01031,Commodities,Chemicals,NSE,INR,15101010,India
531533,ECOM,E.COM INFOTECH (I) LTD.,INE578B01015,Information Technology,Information Technology,NSE,INR,45,India
532707,DYNPRO,DYNEMIC PRODUCTS LTD.,INE256H01015,Commodities,Chemicals,NSE,INR,15101010,India
517238,DYNAVSN,DYNAVISION LTD.,INE083E01010,Services,Services,NSE,INR,20201040,India
530779,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,INE118C01018,Financial Services,Financial Services,NSE,INR,40201020,India
524818,DYNAMIND,DYNAMIC INDUSTRIES LTD.-$,INE457C01010,Commodities,Chemicals,NSE,INR,15101010,India
540795,DYNAMIC,Dynamic Cables Ltd,INE600Y01019,Industrials,Capital Goods,NSE,INR,40203030,India
539681,DAL,Dynamic Archistructures Ltd,INE874E01012,Financial Services,Financial Services,NSE,INR,40201020,India
505242,DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.-$,INE221B01012,Industrials,Capital Goods,NSE,INR,40203030,India
532365,DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD.,INE417B01040,Information Technology,Information Technology,NSE,INR,45,India
532610,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,INE366A01041,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
517437,DUTRON,DUTRON POLYMERS LTD.-$,INE940C01015,Industrials,Capital Goods,NSE,INR,40203030,India
516003,DUROPLY,Duroply Industries Ltd,INE932D01010,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
526355,DUROPACK,DUROPACK LTD.,INE138B01018,Industrials,Capital Goods,NSE,INR,40203030,India
504908,DUNCANENG,Duncan Engineering Ltd-$,INE340F01011,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
531471,DUKEOFS,DUKE OFFSHORE LTD.,INE397G01019,Energy,Oil& Gas & Consumable Fuels,NSE,INR,10101020,India
534674,DUCON,Ducon Infratechnologies Ltd,INE741L01018,Industrials,Capital Goods,NSE,INR,40203030,India
526677,KEEPLEARN,DSJ keep Learning Ltd,INE055C01020,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
543713,DRONACHRYA,Droneacharya Aerial Innovations Ltd,INE0MQD01015,Services,Services,NSE,INR,20201040,India
523618,DREDGECORP,DREDGING CORPORATION OF INDIA LTD.,INE506A01018,Services,Services,NSE,INR,20201040,India
543591,DREAMFOLKS,Dreamfolks Services Ltd,INE0JS101016,Services,Services,NSE,INR,20201040,India
543268,DRCSYSTEMS,DRC Systems India Ltd,INE03RS01027,Information Technology,Information Technology,NSE,INR,45,India
540144,DRA,DRA Consultants Ltd,INE746V01016,Services,Services,NSE,INR,20201040,India
526783,DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD.-$,INE934C01018,Healthcare,Healthcare,NSE,INR,35,India
500124,DRREDDY,DR.REDDY'S LABORATORIES LTD.,INE089A01023,Healthcare,Healthcare,NSE,INR,35,India
539524,LALPATHLAB,Dr. Lal PathLabs Ltd,INE600L01024,Healthcare,Healthcare,NSE,INR,35,India
541299,DLCL,Dr Lalchandani Labs Ltd,INE871Z01013,Healthcare,Healthcare,NSE,INR,35,India
512519,DONEAR,DONEAR INDUSTRIES LTD.-$,INE668D01028,Consumer Discretionary,Textiles,NSE,INR,25203030,India
541403,DOLLAR,Dollar Industries Ltd,INE325C01035,Consumer Discretionary,Textiles,NSE,INR,25203030,India
542013,DOLFIN,Dolfin Rubbers Ltd,INE666Y01010,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
505526,DOLATALGO,Dolat Algotech Ltd,INE966A01022,Financial Services,Financial Services,NSE,INR,40201020,India
543306,DODLA,Dodla Dairy Ltd,INE021O01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
543410,DMR,DMR Hydroengineering & Infrastructures Ltd,INE07L501010,Services,Services,NSE,INR,20201040,India
506405,DMCC,DMCC Speciality Chemicals Ltd,INE505A01010,Commodities,Chemicals,NSE,INR,15101010,India
533146,DLINKINDIA,D-Link (India) Ltd,INE250K01012,Information Technology,Information Technology,NSE,INR,45,India
532868,DLF,DLF LTD.,INE271C01023,Consumer Discretionary,Realty,NSE,INR,2550,India
543193,DJML,DJ Mediaprint & Logistics Ltd,INE0B1K01014,Services,Services,NSE,INR,20201040,India
540699,DIXON,Dixon Technologies (India) Ltd,INE935N01020,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
526315,DIVSHKT,Divyashakti Ltd,INE410G01010,Commodities,Construction Materials,NSE,INR,15102010,India
532488,DIVISLAB,DIVI'S LABORATORIES LTD.,INE361B01024,Healthcare,Healthcare,NSE,INR,35,India
543812,DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS Ltd,INE753U01022,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
540701,DCAL,Dishman Carbogen Amcis Ltd,INE385W01011,Healthcare,Healthcare,NSE,INR,35,India
531553,DRL,Disha Resources Ltd,INE193D01019,Services,Services,NSE,INR,20201040,India
532839,DISHTV,DISH TV INDIA LTD.,INE836F01026,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
500068,DISAQ,DISA INDIA LTD.,INE131C01011,Industrials,Capital Goods,NSE,INR,40203030,India
543594,DPL,Dipna Pharmachem Ltd,INE0MC401013,Healthcare,Healthcare,NSE,INR,35,India
540047,DBL,Dilip Buildcon Ltd,INE917M01012,Industrials,Construction,NSE,INR,20103010,India
540789,DNAMEDIA,Diligent Media Corporation Ltd,INE016M01021,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
531153,DILIGENT,DILIGENT INDUSTRIES LTD.,INE650C01036,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
542155,DGL,Diksha Greens Ltd,INE01GR01018,Services,Services,NSE,INR,20201040,India
540151,DIKSAT,Diksat Transworld Ltd,INE942P01013,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
539979,DIGJAMLTD,Digjam Ltd,INE731U01028,Consumer Discretionary,Textiles,NSE,INR,25203030,India
517214,DIGISPICE,Digispice Technologies Ltd-$,INE927C01020,Information Technology,Information Technology,NSE,INR,45,India
542685,DGCONTENT,Digicontent Ltd,INE03JI01017,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
540811,DML,Diggi Multitrade Ltd,INE158R01012,Services,Services,NSE,INR,20201040,India
500089,DICIND,DIC INDIA LTD.,INE303A01010,Commodities,Chemicals,NSE,INR,15101010,India
530959,DIANATEA,DIANA TEA CO.LTD.,INE012E01035,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
500120,DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,INE591D01014,Commodities,Chemicals,NSE,INR,15101010,India
543516,DHYAANI,Dhyaani Tile and Marblez Ltd,INE0K5F01014,Services,Services,NSE,INR,20201040,India
523736,DVL,Dhunseri Ventures Ltd-$,INE477B01010,Financial Services,Financial Services,NSE,INR,40201020,India
538902,DHUNTEAIND,Dhunseri Tea & Industries Ltd,INE341R01014,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
533336,DHUNINV,DHUNSERI INVESTMENTS LTD.,INE320L01011,Financial Services,Financial Services,NSE,INR,40201020,India
531237,DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,INE972E01014,Financial Services,Financial Services,NSE,INR,40201020,India
540695,DWL,Dhruv Wellness Ltd,INE109Y01011,Services,Services,NSE,INR,20201040,India
541302,DHRUV,Dhruv Consultancy Services Ltd,INE506Z01015,Services,Services,NSE,INR,20201040,India
531306,DHPIND,DHP INDIA LTD.,INE590D01016,Energy,Oil& Gas & Consumable Fuels,NSE,INR,10101020,India
526971,DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,INE313G01016,Services,Services,NSE,INR,20201040,India
543753,DHARNI,Dharni Capital Services Ltd,INE0M9Q01011,Financial Services,Financial Services,NSE,INR,40201020,India
543687,DHARMAJ,Dharmaj Crop Guard Ltd,INE00OQ01016,Commodities,Chemicals,NSE,INR,15101010,India
507442,DHARSUGAR,DHARANI SUGARS & CHEMICALS LTD.,INE988C01014,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
511451,DHARFIN,DHARANI FINANCE LTD.,INE899D01011,Financial Services,Financial Services,NSE,INR,40201020,India
531043,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,INE239F01015,Healthcare,Healthcare,NSE,INR,35,India
507717,DHANUKA,DHANUKA AGRITECH LTD.,INE435G01025,Commodities,Chemicals,NSE,INR,15101010,India
521151,DHANFAB,DHANLAXMI FABRICS LTD.,INE953D01016,Consumer Discretionary,Textiles,NSE,INR,25203030,India
512485,DHANCOT,DHANLAXMI COTEX LTD.,INE977F01010,Services,Services,NSE,INR,20201040,India
532180,DHANBANK,Dhanlaxmi Bank Limited,INE680A01011,Financial Services,Financial Services,NSE,INR,40201020,India
532960,DHANI,Dhani Services Ltd,INE274G01010,Financial Services,Financial Services,NSE,INR,40201020,India
542679,DEL,Dhanashree Electronics Ltd,INE413F01016,Industrials,Capital Goods,NSE,INR,40203030,India
521216,DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,INE220C01012,Consumer Discretionary,Textiles,NSE,INR,25203030,India
531198,DHANADACO,DHANADA CORPORATION LTD.,INE041F01015,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
531923,DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD.,INE956B01013,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
500119,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,INE041A01016,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
543593,DBOL,Dhampur Bio Organics Ltd,INE0I3401014,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
538715,DHABRIYA,Dhabriya Polywood Ltd,INE260R01016,Industrials,Capital Goods,NSE,INR,40203030,India
543330,DEVYANI,Devyani International Ltd,INE872J01023,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
512445,DEVITRD,DEVINSU TRADING LTD.,INE07LH01016,Financial Services,Financial Services,NSE,INR,40201020,India
531585,DEVINE,DEVINE IMPEX LTD.,INE455C01014,Services,Services,NSE,INR,20201040,India
543848,DEVLAB,Dev Labtech Venture Ltd,INE0NIJ01017,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
543462,DEVIT,Dev Information Technology Ltd,INE060X01026,Information Technology,Information Technology,NSE,INR,45,India
531521,DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.,INE971E01016,Healthcare,Healthcare,NSE,INR,35,India
